feature_id,module,section,feature_name,reg_match,reg_name,confidence,status
HST-MGT-004,Host,MGT,Maintenance Requests,HST-004,Host Workspace,review
HST-MGT-005,Host,MGT,Cleaning Status,HST-005,Properties,review
HST-MGT-006,Host,MGT,Inspection Records,HST-006,Property Detail,review
HST-MGT-007,Host,MGT,Utility Tracking,HST-007,Create Property,review
HST-MGT-008,Host,MGT,Operational Schedules,HST-008,Edit Property,review
HST-CPL-001,Host,CPL,Property Permits,HST-001,Host Entry,review
HST-CPL-002,Host,CPL,Safety Certificates,HST-002,Sign In,review
HST-CPL-003,Host,CPL,Insurance Documents,HST-003,Organization Setup,review
HST-CPL-004,Host,CPL,Inspection Reports,HST-004,Host Workspace,review
HST-CPL-005,Host,CPL,Compliance Reminders,HST-005,Properties,review
HST-CPL-006,Host,CPL,Audit Readiness,HST-006,Property Detail,review
HST-ERP-001,Host,ERP,Operational Planning,HST-001,Host Entry,review
HST-ERP-002,Host,ERP,Internal Assets,HST-002,Sign In,review
HST-ERP-003,Host,ERP,Maintenance Schedules,HST-003,Organization Setup,review
HST-ERP-004,Host,ERP,Housekeeping Planning,HST-004,Host Workspace,review
HST-ERP-005,Host,ERP,Staff Scheduling,HST-005,Properties,review
HST-ERP-006,Host,ERP,Operational Reports,HST-006,Property Detail,review
HST-ERP-007,Host,ERP,Workflow Monitoring,HST-007,Create Property,review
HST-GST-001,Host,GST,Guest Directory,HST-001,Host Entry,review
HST-GST-002,Host,GST,Current Guests,HST-002,Sign In,review
HST-GST-003,Host,GST,Arrivals and Departures,HST-003,Organization Setup,review
HST-GST-004,Host,GST,Guest Profiles,HST-004,Host Workspace,review
HST-GST-005,Host,GST,Room Assignments,HST-005,Properties,review
HST-GST-006,Host,GST,Guest Preferences,HST-006,Property Detail,review
HST-GST-007,Host,GST,Guest Requests,HST-007,Create Property,review
HST-GST-008,Host,GST,VIP Identification,HST-008,Edit Property,review
HST-ORD-001,Host,ORD,Guest Order Visibility,HST-001,Host Entry,review
HST-ORD-002,Host,ORD,Order Tracking,HST-002,Sign In,review
HST-ORD-003,Host,ORD,Merchant Coordination,HST-003,Organization Setup,review
HST-ORD-004,Host,ORD,Order History,HST-004,Host Workspace,review
HST-ORD-005,Host,ORD,Issue Reporting,HST-005,Properties,review
HST-REV-001,Host,REV,Revenue Overview,HST-001,Host Entry,review
HST-REV-002,Host,REV,Accommodation Revenue,HST-002,Sign In,review
HST-REV-003,Host,REV,Service Revenue,HST-003,Organization Setup,review
HST-REV-004,Host,REV,Revenue Trends,HST-004,Host Workspace,review
HST-REV-005,Host,REV,Revenue Reports,HST-005,Properties,review
HST-COM-001,Host,COM,Commission Overview,HST-001,Host Entry,review
HST-COM-002,Host,COM,Commission Rules,HST-002,Sign In,review
HST-COM-003,Host,COM,Pending Commissions,HST-003,Organization Setup,review
HST-COM-004,Host,COM,Completed Commissions,HST-004,Host Workspace,review
HST-COM-005,Host,COM,Commission Reports,HST-005,Properties,review
HST-HAB-001,Host,HAB,Purchase History,HST-001,Host Entry,review
HST-HAB-002,Host,HAB,Frequently Ordered Products,HST-002,Sign In,review
HST-HAB-003,Host,HAB,Favourite Merchants,HST-003,Organization Setup,review
HST-HAB-004,Host,HAB,Spending Trends,HST-004,Host Workspace,review
HST-HAB-005,Host,HAB,Visit Frequency,HST-005,Properties,review
HST-HAB-006,Host,HAB,Recommendation Insights,HST-006,Property Detail,review
HST-ANA-001,Host,ANA,Occupancy Analytics,HST-001,Host Entry,review
HST-ANA-002,Host,ANA,Guest Satisfaction,HST-002,Sign In,review
HST-ANA-003,Host,ANA,Revenue Analytics,HST-060,Revenue Analytics,review
HST-ANA-004,Host,ANA,Commission Analytics,HST-004,Host Workspace,review
HST-ANA-005,Host,ANA,Operational Efficiency,HST-005,Properties,review
HST-ANA-006,Host,ANA,Property Performance,HST-006,Property Detail,match
HST-DOC-001,Host,DOC,Property Registration,HST-001,Host Entry,review
HST-DOC-002,Host,DOC,Insurance Documents,HST-002,Sign In,review
HST-DOC-003,Host,DOC,Compliance Documents,HST-003,Organization Setup,review
HST-DOC-004,Host,DOC,Maintenance Records,HST-004,Host Workspace,review
HST-DOC-005,Host,DOC,Inspection Reports,HST-005,Properties,review
HST-DOC-006,Host,DOC,Document Expiry Tracking,HST-006,Property Detail,review
HST-NOT-001,Host,NOT,Guest Arrival Alert,HST-001,Host Entry,review
HST-NOT-002,Host,NOT,Guest Departure Alert,HST-002,Sign In,review
HST-NOT-003,Host,NOT,Reservation Update,HST-003,Organization Setup,review
HST-NOT-004,Host,NOT,Maintenance Alert,HST-004,Host Workspace,review
HST-NOT-005,Host,NOT,Commission Update,HST-005,Properties,review
HST-NOT-006,Host,NOT,Compliance Reminder,HST-006,Property Detail,review
HST-NOT-007,Host,NOT,Notification Preferences,HST-007,Create Property,review
GST-DASH-001,Guest,DASH,Greeting & Property Context,CNS-001,Splash,unmapped
GST-DASH-002,Guest,DASH,Active Orders,CNS-002,Welcome,unmapped
GST-DASH-003,Guest,DASH,Quick Actions,CNS-003,Sign In,unmapped
GST-DASH-004,Guest,DASH,Total Spent Today,CNS-004,Sign Up,unmapped
GST-DASH-005,Guest,DASH,Pending Deliveries,CNS-005,Phone Verification,unmapped
GST-DASH-006,Guest,DASH,Active Promotions,CNS-006,Email Verification,unmapped
GST-DASH-007,Guest,DASH,Estimated Delivery Time,CNS-007,MFA Verification,unmapped
GST-DASH-008,Guest,DASH,Current Order Tracker,CNS-008,Account Recovery,unmapped
GST-DASH-009,Guest,DASH,Rider Location Map,CNS-009,Reset Credential,unmapped
GST-DASH-010,Guest,DASH,Vendor Preparation Monitor,CNS-010,Profile Setup,unmapped
GST-DASH-011,Guest,DASH,Recommendations,CNS-011,Permission Introduction,unmapped
GST-DASH-012,Guest,DASH,Recently Viewed,CNS-012,Consumer Home,unmapped
GST-DASH-013,Guest,DASH,Loyalty Summary,CNS-013,Service Discovery,unmapped
GST-DASH-014,Guest,DASH,Recent Notifications,CNS-014,Category,unmapped
GST-CAT-001,Guest,CAT,Browse Food,CNS-001,Splash,unmapped
GST-CAT-002,Guest,CAT,Browse Drinks,CNS-002,Welcome,unmapped
GST-CAT-003,Guest,CAT,Browse Groceries,CNS-003,Sign In,unmapped
GST-CAT-004,Guest,CAT,Browse Medicine,CNS-004,Sign Up,unmapped
GST-CAT-005,Guest,CAT,Browse Laundry Services,CNS-005,Phone Verification,unmapped
GST-CAT-006,Guest,CAT,Browse Tours,CNS-006,Email Verification,unmapped
GST-CAT-007,Guest,CAT,Featured Categories,CNS-007,MFA Verification,unmapped
GST-CAT-008,Guest,CAT,Popular Categories,CNS-008,Account Recovery,unmapped
GST-CAT-009,Guest,CAT,Recently Used Categories,CNS-009,Reset Credential,unmapped
GST-CAT-010,Guest,CAT,Category Search,CNS-010,Profile Setup,unmapped
GST-CAT-011,Guest,CAT,Category Filters,CNS-011,Permission Introduction,unmapped
GST-PROD-001,Guest,PROD,Product Listing,CNS-001,Splash,unmapped
GST-PROD-002,Guest,PROD,Product Details,CNS-002,Welcome,unmapped
GST-PROD-003,Guest,PROD,Product Variants,CNS-003,Sign In,unmapped
GST-PROD-004,Guest,PROD,Product Add-ons,CNS-004,Sign Up,unmapped
GST-PROD-005,Guest,PROD,Quantity Selector,CNS-005,Phone Verification,unmapped
GST-PROD-006,Guest,PROD,Dynamic Price Calculator,CNS-006,Email Verification,unmapped
GST-PROD-007,Guest,PROD,Add to Cart,CNS-007,MFA Verification,unmapped
GST-PROD-008,Guest,PROD,Availability Status,CNS-008,Account Recovery,unmapped
GST-PROD-009,Guest,PROD,Delivery Time Estimate,CNS-009,Reset Credential,unmapped
GST-PROD-010,Guest,PROD,Product Ratings,CNS-010,Profile Setup,unmapped
GST-PROD-011,Guest,PROD,Related Products,CNS-011,Permission Introduction,unmapped
GST-PROD-012,Guest,PROD,Favourite Products,CNS-012,Consumer Home,unmapped
GST-PROD-013,Guest,PROD,Product Search,CNS-013,Service Discovery,unmapped
GST-PROD-014,Guest,PROD,Product Filters,CNS-014,Category,unmapped
GST-PROD-015,Guest,PROD,Product Sharing,CNS-015,Merchant Discovery,unmapped
GST-CART-001,Guest,CART,Items Breakdown,CNS-001,Splash,unmapped
GST-CART-002,Guest,CART,Cost Breakdown,CNS-002,Welcome,unmapped
GST-CART-003,Guest,CART,Delivery Fee Calculation,CNS-003,Sign In,unmapped
GST-CART-004,Guest,CART,Service Fee Calculation,CNS-004,Sign Up,unmapped
GST-CART-005,Guest,CART,Total Aggregated Cost,CNS-005,Phone Verification,unmapped
GST-CART-006,Guest,CART,Edit Cart Items,CNS-006,Email Verification,unmapped
GST-CART-007,Guest,CART,Remove Items,CNS-007,MFA Verification,unmapped
GST-CART-008,Guest,CART,Save for Later,CNS-008,Account Recovery,unmapped
GST-CART-009,Guest,CART,Special Requests,CNS-009,Reset Credential,unmapped
GST-CART-010,Guest,CART,Merchant Grouping,CNS-010,Profile Setup,unmapped
GST-CART-011,Guest,CART,Proceed to Checkout,CNS-011,Permission Introduction,unmapped
GST-CART-012,Guest,CART,Cart Persistence,CNS-012,Consumer Home,unmapped
GST-CHK-001,Guest,CHK,Delivery Destination,CNS-001,Splash,unmapped
GST-CHK-002,Guest,CHK,Room Selection,CNS-002,Welcome,unmapped
GST-CHK-003,Guest,CHK,Pickup Option,CNS-003,Sign In,unmapped
GST-CHK-004,Guest,CHK,Schedule Order,CNS-004,Sign Up,unmapped
GST-CHK-005,Guest,CHK,Payment Method Selection,CNS-048,Payment Method Selection,review
GST-CHK-006,Guest,CHK,Promo Code Application,CNS-006,Email Verification,unmapped
GST-CHK-007,Guest,CHK,Order Confirmation Review,CNS-007,MFA Verification,unmapped
GST-CHK-008,Guest,CHK,Terms Acceptance,CNS-008,Account Recovery,unmapped
GST-CHK-009,Guest,CHK,Place Order,CNS-009,Reset Credential,unmapped
GST-CHK-010,Guest,CHK,Checkout Validation,CNS-010,Profile Setup,unmapped
GST-CHK-011,Guest,CHK,Checkout Abandonment Recovery,CNS-011,Permission Introduction,unmapped
GST-ORD-001,Guest,ORD,Active Orders,CNS-001,Splash,unmapped
GST-ORD-002,Guest,ORD,Order History,CNS-002,Welcome,unmapped
GST-ORD-003,Guest,ORD,Order Details,CNS-003,Sign In,unmapped
GST-ORD-004,Guest,ORD,Reorder,CNS-004,Sign Up,unmapped
GST-ORD-005,Guest,ORD,Download Receipt,CNS-005,Phone Verification,unmapped
GST-ORD-006,Guest,ORD,Cancel Order,CNS-006,Email Verification,unmapped
GST-ORD-007,Guest,ORD,Contact Merchant,CNS-007,MFA Verification,unmapped
GST-ORD-008,Guest,ORD,Report Order Issue,CNS-008,Account Recovery,unmapped
GST-ORD-009,Guest,ORD,Order Search,CNS-009,Reset Credential,unmapped
GST-ORD-010,Guest,ORD,Order Filters,CNS-010,Profile Setup,unmapped
GST-TRK-001,Guest,TRK,Order Placed Milestone,CNS-001,Splash,unmapped
GST-TRK-002,Guest,TRK,Vendor Accepted Milestone,CNS-002,Welcome,unmapped
GST-TRK-003,Guest,TRK,Preparing Milestone,CNS-003,Sign In,unmapped
GST-TRK-004,Guest,TRK,Ready for Pickup Milestone,CNS-004,Sign Up,unmapped
GST-TRK-005,Guest,TRK,Picked Up Milestone,CNS-005,Phone Verification,unmapped
GST-TRK-006,Guest,TRK,On the Way Milestone,CNS-006,Email Verification,unmapped
GST-TRK-007,Guest,TRK,Delivered Milestone,CNS-007,MFA Verification,unmapped
GST-TRK-008,Guest,TRK,Live Rider Map,CNS-008,Account Recovery,unmapped
GST-TRK-009,Guest,TRK,Dynamic ETA,CNS-009,Reset Credential,unmapped
GST-TRK-010,Guest,TRK,Vendor Preparation Progress,CNS-010,Profile Setup,unmapped
GST-TRK-011,Guest,TRK,Rider Information,CNS-011,Permission Introduction,unmapped
GST-TRK-012,Guest,TRK,Delivery Confirmation,CNS-012,Consumer Home,unmapped
GST-PAY-001,Guest,PAY,Card Payment,CNS-001,Splash,unmapped
GST-PAY-002,Guest,PAY,M-Pesa Payment,CNS-002,Welcome,unmapped
GST-PAY-003,Guest,PAY,Wallet Payment,CNS-003,Sign In,unmapped
GST-PAY-004,Guest,PAY,Payment Status Tracking,CNS-004,Sign Up,unmapped
GST-PAY-005,Guest,PAY,Payment Receipt,CNS-005,Phone Verification,unmapped
GST-PAY-006,Guest,PAY,Transaction History,CNS-006,Email Verification,unmapped
GST-PAY-007,Guest,PAY,Refund Visibility,CNS-007,MFA Verification,unmapped
GST-PAY-008,Guest,PAY,Failed Payment Handling,CNS-008,Account Recovery,unmapped
GST-PAY-009,Guest,PAY,Saved Payment Methods,CNS-009,Reset Credential,unmapped
GST-PAY-010,Guest,PAY,Tax and Fee Breakdown,CNS-010,Profile Setup,unmapped
GST-REV-001,Guest,REV,Rate Food Quality,CNS-001,Splash,unmapped
GST-REV-002,Guest,REV,Rate Delivery Speed,CNS-002,Welcome,unmapped
GST-REV-003,Guest,REV,Rate Rider Experience,CNS-003,Sign In,unmapped
GST-REV-004,Guest,REV,Rate Vendor Service,CNS-004,Sign Up,unmapped
GST-REV-005,Guest,REV,Write Text Review,CNS-005,Phone Verification,unmapped
GST-REV-006,Guest,REV,Attach Review Photos,CNS-006,Email Verification,unmapped
GST-REV-007,Guest,REV,Edit Review,CNS-007,MFA Verification,unmapped
GST-REV-008,Guest,REV,Review History,CNS-008,Account Recovery,unmapped
GST-REV-009,Guest,REV,Report Review Issue,CNS-009,Reset Credential,unmapped
GST-LOY-001,Guest,LOY,Points Balance,CNS-001,Splash,unmapped
GST-LOY-002,Guest,LOY,Tier Status,CNS-002,Welcome,unmapped
GST-LOY-003,Guest,LOY,Reward History,CNS-003,Sign In,unmapped
GST-LOY-004,Guest,LOY,Redeem Rewards,CNS-004,Sign Up,unmapped
GST-LOY-005,Guest,LOY,Available Rewards,CNS-005,Phone Verification,unmapped
GST-LOY-006,Guest,LOY,Discount Allocations,CNS-006,Email Verification,unmapped
GST-LOY-007,Guest,LOY,Free Delivery Access,CNS-007,MFA Verification,unmapped
GST-LOY-008,Guest,LOY,Priority Support Routing,CNS-008,Account Recovery,unmapped
GST-LOY-009,Guest,LOY,Achievements,CNS-009,Reset Credential,unmapped
GST-LOY-010,Guest,LOY,Referral Tracking,CNS-010,Profile Setup,unmapped
GST-NOT-001,Guest,NOT,Order Confirmation,CNS-001,Splash,unmapped
GST-NOT-002,Guest,NOT,Vendor Acceptance,CNS-002,Welcome,unmapped
GST-NOT-003,Guest,NOT,Rider Assignment,CNS-003,Sign In,unmapped
GST-NOT-004,Guest,NOT,Order Picked Up,CNS-004,Sign Up,unmapped
GST-NOT-005,Guest,NOT,Delivery Completed,CNS-005,Phone Verification,unmapped
GST-NOT-006,Guest,NOT,Promotion Alerts,CNS-006,Email Verification,unmapped
GST-NOT-007,Guest,NOT,Property Announcements,CNS-007,MFA Verification,unmapped
GST-NOT-008,Guest,NOT,Support Replies,CNS-008,Account Recovery,unmapped
GST-NOT-009,Guest,NOT,Payment Updates,CNS-009,Reset Credential,unmapped
GST-NOT-010,Guest,NOT,Notification Preferences,CNS-010,Profile Setup,unmapped
GST-PRO-001,Guest,PRO,Personal Information,CNS-001,Splash,unmapped
GST-PRO-002,Guest,PRO,Phone Number,CNS-002,Welcome,unmapped
GST-PRO-003,Guest,PRO,Email Address,CNS-003,Sign In,unmapped
GST-PRO-004,Guest,PRO,Saved Locations,CNS-004,Sign Up,unmapped
GST-PRO-005,Guest,PRO,Payment Methods,CNS-005,Phone Verification,unmapped
GST-PRO-006,Guest,PRO,Favourite Merchants,CNS-006,Email Verification,unmapped
GST-PRO-007,Guest,PRO,Language Preferences,CNS-007,MFA Verification,unmapped
GST-PRO-008,Guest,PRO,Notification Preferences,CNS-008,Account Recovery,unmapped
GST-PRO-009,Guest,PRO,Security Settings,CNS-009,Reset Credential,unmapped
GST-PRO-010,Guest,PRO,Privacy Settings,CNS-010,Profile Setup,unmapped
GST-PRO-011,Guest,PRO,Activity History,CNS-011,Permission Introduction,unmapped
GST-PRO-012,Guest,PRO,Order History Access,CNS-012,Consumer Home,unmapped
QR-GEN-001,QR,GEN,Generate QR,CNS-001,Splash,review
QR-GEN-002,QR,GEN,Regenerate QR,CNS-002,Welcome,review
QR-GEN-003,QR,GEN,Disable QR,CNS-003,Sign In,review
QR-GEN-004,QR,GEN,Expire QR,CNS-004,Sign Up,review
QR-GEN-005,QR,GEN,Permanent QR Support,HST-005,Properties,unmapped
QR-GEN-006,QR,GEN,Temporary QR Support,PUB-006,Selection,unmapped
QR-GEN-007,QR,GEN,Dynamic QR Generation,ADM-007,Merchants,unmapped
QR-GEN-008,QR,GEN,Static QR Generation,RDR-008,Rider Workspace,unmapped
QR-GEN-009,QR,GEN,Encrypted QR Payloads,ADM-009,Riders,unmapped
QR-GEN-010,QR,GEN,QR Branding,RDR-010,Availability,review
QR-GEN-011,QR,GEN,QR Preview,MRC-011,Merchant Workspace,review
QR-GEN-012,QR,GEN,QR Download,CNS-012,Consumer Home,review
QR-GEN-013,QR,GEN,QR Printing Readiness,MRC-013,Activity,unmapped
QR-GEN-014,QR,GEN,QR Sharing,CNS-014,Category,review
QR-LIF-001,QR,LIF,Generated Stage,CNS-001,Splash,unmapped
QR-LIF-002,QR,LIF,Activated Stage,CNS-002,Welcome,unmapped
QR-LIF-003,QR,LIF,Assigned Stage,CNS-003,Sign In,unmapped
QR-LIF-004,QR,LIF,Scanned Stage,CNS-004,Sign Up,unmapped
QR-LIF-005,QR,LIF,Verified Stage,HST-005,Properties,unmapped
QR-LIF-006,QR,LIF,Completed Stage,PUB-006,Selection,unmapped
QR-LIF-007,QR,LIF,Expired Stage,ADM-007,Merchants,unmapped
QR-LIF-008,QR,LIF,Revoked Stage,RDR-008,Rider Workspace,unmapped
QR-LIF-009,QR,LIF,Archived Stage,ADM-009,Riders,unmapped
QR-LIF-010,QR,LIF,Lifecycle Transition Rules,RDR-010,Availability,unmapped
QR-LIF-011,QR,LIF,Lifecycle History,MRC-011,Merchant Workspace,unmapped
QR-VER-001,QR,VER,Scan QR,CNS-001,Splash,review
QR-VER-002,QR,VER,Decode QR,CNS-002,Welcome,review
QR-VER-003,QR,VER,Validate Payload,CNS-003,Sign In,unmapped
QR-VER-004,QR,VER,Verify Ownership,CNS-004,Sign Up,unmapped
QR-VER-005,QR,VER,Verify Permissions,HST-005,Properties,unmapped
QR-VER-006,QR,VER,Verify Expiry,PUB-006,Selection,unmapped
QR-VER-007,QR,VER,Verify Location Readiness,ADM-007,Merchants,unmapped
QR-VER-008,QR,VER,Verify Transaction,RDR-008,Rider Workspace,unmapped
QR-VER-009,QR,VER,Verify User,ADM-009,Riders,unmapped
QR-VER-010,QR,VER,Verify Property,RDR-010,Availability,unmapped
QR-VER-011,QR,VER,Verify Merchant,MRC-011,Merchant Workspace,match
QR-VER-012,QR,VER,Verify Rider,RDR-012,Job Offer,review
QR-VER-013,QR,VER,Verification Result,MRC-013,Activity,unmapped
QR-VER-014,QR,VER,Verification History,CNS-014,Category,unmapped
QR-PROP-001,QR,PROP,Property Identification,CNS-001,Splash,unmapped
QR-PROP-002,QR,PROP,Guest Access,CNS-002,Welcome,unmapped
QR-PROP-003,QR,PROP,Room Identification,CNS-003,Sign In,unmapped
QR-PROP-004,QR,PROP,Facility Access,CNS-004,Sign Up,unmapped
QR-PROP-005,QR,PROP,Service Requests,HST-005,Properties,unmapped
QR-PROP-006,QR,PROP,Property Announcements Readiness,HST-006,Property Detail,review
QR-PROP-007,QR,PROP,Property Authentication,HST-007,Create Property,review
QR-PROP-008,QR,PROP,Instant Food Engine,RDR-008,Rider Workspace,unmapped
QR-PROP-009,QR,PROP,Instant Drinks Engine,ADM-009,Riders,unmapped
QR-PROP-010,QR,PROP,Instant Pharmacy Engine,RDR-010,Availability,unmapped
QR-PROP-011,QR,PROP,Instant Groceries Engine,MRC-011,Merchant Workspace,unmapped
QR-PROP-012,QR,PROP,Instant Laundry Services Engine,CNS-012,Consumer Home,unmapped
QR-PROP-013,QR,PROP,Instant Tours Booking Engine,MRC-013,Activity,unmapped
QR-VEN-001,QR,VEN,Merchant Verification,MRC-001,Merchant Sign In,match
QR-VEN-002,QR,VEN,Business Authentication,CNS-002,Welcome,unmapped
QR-VEN-003,QR,VEN,Store Identification,CNS-003,Sign In,unmapped
QR-VEN-004,QR,VEN,Counter Verification,RDR-004,Verification,match
QR-VEN-005,QR,VEN,Merchant Profile Access,MRC-005,Document Submission,review
QR-VEN-006,QR,VEN,Operational Verification,CNS-006,Email Verification,review
QR-VEN-007,QR,VEN,Pickup QR Generation,ADM-007,Merchants,unmapped
QR-VEN-008,QR,VEN,Confirm Pickup,RDR-008,Rider Workspace,unmapped
QR-VEN-009,QR,VEN,Validate Correct Order Items,ADM-009,Riders,unmapped
QR-VEN-010,QR,VEN,Lock Order Assignment Dynamically,RDR-010,Availability,unmapped
QR-RID-001,QR,RID,Identity Verification,CNS-001,Splash,unmapped
QR-RID-002,QR,RID,Assignment Verification,CNS-002,Welcome,unmapped
QR-RID-003,QR,RID,Operational Status,CNS-003,Sign In,unmapped
QR-RID-004,QR,RID,Security Validation,CNS-004,Sign Up,unmapped
QR-RID-005,QR,RID,Rider Profile Access,RDR-005,Document Submission,review
QR-DEL-001,QR,DEL,Guest Verification,CNS-001,Splash,unmapped
QR-DEL-002,QR,DEL,Delivery Confirmation,CNS-002,Welcome,unmapped
QR-DEL-003,QR,DEL,Completion Timestamp,CNS-003,Sign In,unmapped
QR-DEL-004,QR,DEL,Proof of Delivery,CNS-004,Sign Up,unmapped
QR-DEL-005,QR,DEL,Delivery History,OPS-005,Delivery Monitor,review
QR-DEL-006,QR,DEL,Failed Verification Handling,CNS-006,Email Verification,review
QR-DEL-007,QR,DEL,OTP Code Fallback,ADM-007,Merchants,unmapped
QR-DEL-008,QR,DEL,Order Closure,RDR-008,Rider Workspace,unmapped
QR-SEC-001,QR,SEC,Encrypted Payloads,CNS-001,Splash,unmapped
QR-SEC-002,QR,SEC,Signed QR Codes,CNS-002,Welcome,unmapped
QR-SEC-003,QR,SEC,Secure Token Generation,CNS-003,Sign In,unmapped
QR-SEC-004,QR,SEC,Replay Protection,CNS-004,Sign Up,unmapped
QR-SEC-005,QR,SEC,Expiration Enforcement,HST-005,Properties,unmapped
QR-SEC-006,QR,SEC,Scan Validation,PUB-006,Selection,unmapped
QR-SEC-007,QR,SEC,Fraud Detection,ADM-007,Merchants,unmapped
QR-SEC-008,QR,SEC,Audit Logging,RDR-008,Rider Workspace,unmapped
QR-SEC-009,QR,SEC,Device Validation Readiness,ADM-009,Riders,unmapped
QR-SEC-010,QR,SEC,Session Validation,RDR-010,Availability,unmapped
QR-SEC-011,QR,SEC,Tamper Detection,MRC-011,Merchant Workspace,unmapped
QR-SEC-012,QR,SEC,Duplicate Detection,CNS-012,Consumer Home,unmapped
QR-DSN-001,QR,DSN,Solid White Background,CNS-001,Splash,unmapped
QR-DSN-002,QR,DSN,Dark Charcoal Modules,CNS-002,Welcome,unmapped
QR-DSN-003,QR,DSN,Amber or Gold Accent,CNS-003,Sign In,unmapped
QR-DSN-004,QR,DSN,NEXG Brand Mark Center,CNS-004,Sign Up,unmapped
QR-DSN-005,QR,DSN,Rounded Eye Profiles,HST-005,Properties,unmapped
QR-DSN-006,QR,DSN,Minimal Noise Configuration,PUB-006,Selection,unmapped
QR-DSN-007,QR,DSN,Quiet Zone Standards,ADM-007,Merchants,unmapped
QR-DSN-008,QR,DSN,Print Dimension Standards,RDR-008,Rider Workspace,unmapped
QR-AUD-001,QR,AUD,Scan History,CNS-001,Splash,unmapped
QR-AUD-002,QR,AUD,Verification Results,CNS-002,Welcome,unmapped
QR-AUD-003,QR,AUD,User History,CNS-003,Sign In,unmapped
QR-AUD-004,QR,AUD,Device History,CNS-004,Sign Up,unmapped
QR-AUD-005,QR,AUD,Location Readiness Logging,HST-005,Properties,unmapped
QR-AUD-006,QR,AUD,Timestamp Logging,PUB-006,Selection,unmapped
QR-AUD-007,QR,AUD,Status Change Logging,RDR-007,Onboarding Status,review
QR-AUD-008,QR,AUD,Security Event Logging,RDR-008,Rider Workspace,unmapped
QR-AUD-009,QR,AUD,Operational Logs,ADM-009,Riders,unmapped
